domain,subject_area,question
Life Sciences,Psycology,What is the role of forgiveness?
Life Sciences,Psycology,Why do people hold grudges?
Life Sciences,Psycology,How can we practice forgiveness?
Life Sciences,Psycology,What is social anxiety?
Life Sciences,Psycology,Why do some people feel anxious around others?
Life Sciences,Psycology,How can we improve our self-confidence?
Life Sciences,Psycology,What is the importance of play for adults?
Life Sciences,Psycology,How can art help us express our feelings?
Life Sciences,Psycology,Why do we sometimes feel lonely?
Life Sciences,Psycology,What does it mean to be self-aware?
Life Sciences,Psycology,How can we develop better listening skills?
Life Sciences,Psycology,How do our thoughts affect how we feel?
Life Sciences,Psycology,How do memories work?
Life Sciences,Psycology,Why do some people get scared easily?
Life Sciences,Psycology,How does our brain influence our behavior?
Life Sciences,Psycology,Why do people get angry?
Life Sciences,Psycology,Why do friends sometimes argue?
Life Sciences,Psycology,How do feelings change?
Life Sciences,Psycology,What is stress?
Life Sciences,Psycology,Why do people have different opinions?
Life Sciences,Psycology,How does talking to someone help when you're sad?
Life Sciences,Psycology,What is a mental health day?
Life Sciences,Psycology,Why do we need friends?
Life Sciences,Psycology,How can we be more kind to others?
Life Sciences,Psycology,Why do some people have trouble sleeping?
Life Sciences,Psycology,How do our feelings affect our choices?
Life Sciences,Psycology,Why do we sometimes feel nervous before a big event?
Life Sciences,Psycology,How do we show love?
Life Sciences,Psycology,How do children learn about emotions?
Life Sciences,Psycology,What is a mood?
Life Sciences,Psycology,How can art help us express our emotions?
Life Sciences,Psycology,Why do we sometimes feel jealous?
Life Sciences,Psycology,How do cultures influence our behavior?
Life Sciences,Psycology,What is positive thinking?
Life Sciences,Psycology,Why do we need to forgive?
Life Sciences,Psycology,How can we help someone who is feeling down?
Life Sciences,Psycology,What is the difference between sadness and depression?
Life Sciences,Psycology,Why do people have fears?
Life Sciences,Psycology,How can we manage our anger?
Life Sciences,Psycology,Why do people remember some things better than others?
Life Sciences,Psycology,How do friendships change as we grow up?
Technology & Engineering,Computing/AI,What is a computer?
Technology & Engineering,Computing/AI,How does a computer work?
Technology & Engineering,Computing/AI,Why do we need computers?
Technology & Engineering,Computing/AI,What is artificial intelligence?
Technology & Engineering,Computing/AI,How do robots use AI?
Technology & Engineering,Computing/AI,Can computers think like humans?
Technology & Engineering,Computing/AI,What is programming?
Technology & Engineering,Computing/AI,How do you write a computer program?
Technology & Engineering,Computing/AI,Why do people create apps?
Technology & Engineering,Computing/AI,What is the internet?
Technology & Engineering,Computing/AI,How does the internet connect computers?
Technology & Engineering,Computing/AI,What is a website?
Technology & Engineering,Computing/AI,How do websites get made?
Technology & Engineering,Computing/AI,What is a computer virus?
Technology & Engineering,Computing/AI,How can we protect computers from viruses?
Technology & Engineering,Computing/AI,What is a computer network?
Technology & Engineering,Computing/AI,How do computers communicate with each other?
Technology & Engineering,Computing/AI,What are the different parts of a computer?
Technology & Engineering,Computing/AI,What does a CPU do?
Technology & Engineering,Computing/AI,Why is RAM important?
Technology & Engineering,Computing/AI,What is software?
Technology & Engineering,Computing/AI,How is software different from hardware?
Technology & Engineering,Computing/AI,What is a database?
Technology & Engineering,Computing/AI,How do computers store information?
Technology & Engineering,Computing/AI,What is coding?
Technology & Engineering,Computing/AI,Why is coding important?
Technology & Engineering,Computing/AI,What languages can you code in?
Technology & Engineering,Computing/AI,How do video games use programming?
Technology & Engineering,Computing/AI,What is machine learning?
Technology & Engineering,Computing/AI,How do computers learn from data?
Technology & Engineering,Computing/AI,What is a chatbot?
Technology & Engineering,Computing/AI,How do chatbots understand what we say?
Technology & Engineering,Computing/AI,Why do people use search engines?
Technology & Engineering,Computing/AI,How does a search engine find information?
Technology & Engineering,Computing/AI,What is cybersecurity?
Technology & Engineering,Computing/AI,How do we keep our information safe online?
Technology & Engineering,Computing/AI,What is the cloud?
Technology & Engineering,Computing/AI,How does cloud storage work?
Technology & Engineering,Computing/AI,What is a computer algorithm?
Technology & Engineering,Computing/AI,How do algorithms help us solve problems?
Technology & Engineering,Computing/AI,What is virtual reality?
Technology & Engineering,Computing/AI,How does virtual reality work?
Technology & Engineering,Computing/AI,What is an operating system?
Technology & Engineering,Computing/AI,What does an operating system do?
Technology & Engineering,Computing/AI,Why do we need updates for software?
Technology & Engineering,Computing/AI,How do you install a new program?
Technology & Engineering,Computing/AI,What is a smartphone?
Technology & Engineering,Computing/AI,How do smartphones differ from computers?
Technology & Engineering,Computing/AI,What is augmented reality?
Technology & Engineering,Computing/AI,How does augmented reality change what we see?
Technology & Engineering,Computing/AI,What are apps?
Technology & Engineering,Computing/AI,How do apps make our lives easier?
Technology & Engineering,Computing/AI,What is data?
Technology & Engineering,Computing/AI,How do we collect data?
Technology & Engineering,Computing/AI,What is encryption?
Technology & Engineering,Computing/AI,Why is encryption important for privacy?
Technology & Engineering,Computing/AI,What is a digital footprint?
Technology & Engineering,Computing/AI,How can we manage our digital footprints?
Technology & Engineering,Computing/AI,What is automation?
Technology & Engineering,Computing/AI,How do robots help with automation?
Technology & Engineering,Computing/AI,What is a pixel?
Technology & Engineering,Computing/AI,How do images get displayed on screens?
Technology & Engineering,Computing/AI,What is a web browser?
Technology & Engineering,Computing/AI,How do web browsers work?
Technology & Engineering,Computing/AI,What is a search query?
Technology & Engineering,Computing/AI,How do you make a good search query?
Technology & Engineering,Computing/AI,What is a firewall?
Technology & Engineering,Computing/AI,How does a firewall protect computers?
Technology & Engineering,Computing/AI,What is a tech support?
Technology & Engineering,Computing/AI,How can tech support help us?
Technology & Engineering,Computing/AI,What is a server?
Technology & Engineering,Computing/AI,How do servers help run websites?
Technology & Engineering,Computing/AI,What is open-source software?
Technology & Engineering,Computing/AI,Why do people use open-source software?
Technology & Engineering,Computing/AI,What is a computer program?
Technology & Engineering,Computing/AI,How do programs perform tasks?
Technology & Engineering,Computing/AI,What is a user interface?
Technology & Engineering,Computing/AI,How does a user interface make things easier?
Technology & Engineering,Computing/AI,What is a bug in a program?
Technology & Engineering,Computing/AI,How do programmers fix bugs?
Technology & Engineering,Computing/AI,What is a tech gadget?
Technology & Engineering,Computing/AI,Why are tech gadgets popular?
Technology & Engineering,Computing/AI,What is a digital game?
Technology & Engineering,Computing/AI,How do digital games work?
Technology & Engineering,Computing/AI,What is AI in video games?
Technology & Engineering,Computing/AI,How does AI make games more fun?
Technology & Engineering,Computing/AI,What are computer simulations?
Technology & Engineering,Computing/AI,How do simulations help us learn?
Technology & Engineering,Computing/AI,What is a tech innovation?
Technology & Engineering,Computing/AI,Why are innovations important for the future?
Technology & Engineering,Computing/AI,What is cloud computing?
Technology & Engineering,Computing/AI,How does cloud computing help businesses?
Technology & Engineering,Computing/AI,What is a tech startup?
Technology & Engineering,Computing/AI,How do tech startups change the world?
Technology & Engineering,Computing/AI,What is a digital assistant?
Technology & Engineering,Computing/AI,How do digital assistants help us?
Technology & Engineering,Computing/AI,What is a data breach?
Technology & Engineering,Computing/AI,How can we prevent data breaches?
Technology & Engineering,Computing/AI,What is a wearable device?
Technology & Engineering,Computing/AI,How do wearables collect health data?
Technology & Engineering,Computing/AI,What is smart technology?
Technology & Engineering,Computing/AI,How does smart technology improve our lives?
Technology & Engineering,Computing/AI,What is a tech trend?
Technology & Engineering,Computing/AI,How do tech trends change over time?
Technology & Engineering,Computing/AI,What is a programming language?
Technology & Engineering,Computing/AI,How do different programming languages work?
Technology & Engineering,Computing/AI,What is robotics?
Technology & Engineering,Computing/AI,How are robots made?
Technology & Engineering,Computing/AI,What is AI ethics?
Technology & Engineering,Computing/AI,Why is it important to consider ethics in AI?
Technology & Engineering,Computing/AI,How does a computer think?
Technology & Engineering,Computing/AI,Why do computers need electricity?
Technology & Engineering,Computing/AI,How do we use computers in school?
Technology & Engineering,Computing/AI,What is a robot?
Technology & Engineering,Computing/AI,How does a robot know what to do?
Technology & Engineering,Computing/AI,Why do we need software?
Technology & Engineering,Computing/AI,How do you make a game on a computer?
Technology & Engineering,Computing/AI,How do computers help us learn?
